1,,3,,4,5,9,10,14,15,16,
,,,,,,,,,,,
,,,,,,,,,,,
,20,,,4,,,,,,,
,,,,,21,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,53,24,,21,,,,,,,
,,,,,,,25,,,,
,,,,,,,,,,,
,,,27,,,,,14,15,16,
,,,29,,,,,14,15,16,
,,,,,,,,30,15,16,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,36,15,16,
,,,,,,,,,,,
,,,,,37,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,20,,,21,,39,10,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,41
,,,,,,,,,,,
,,,,,,,,43,15,16,
,,,,,,,,44,15,16,
,,,,,,,,,45,16,
,,,,,,,,,,46,
,,,,,,,,,,,47
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,21,,,25,,,,
,,,,,,,,,,,50
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,52
